관리_건축물대장_PK,대장_구분_코드,대장_구분_코드_명,대장_종류_코드,대장_종류_코드_명,대지_위치,도로명_대지_위치,건물_명,시군구_코드,법정동_코드,대지_구분_코드,번,지,특수지_명,블록,로트,외필지_수,새주소_도로_코드,새주소_법정동_코드,새주소_지상지하_코드,새주소_본_번,새주소_부_번,동_명,주_부속_구분_코드,주_부속_구분_코드_명,대지_면적(㎡),건축_면적(㎡),건폐_율(%),연면적(㎡),용적_률_산정_연면적(㎡),용적_률(%),구조_코드,구조_코드_명,기타_구조,주_용도_코드,주_용도_코드_명,기타_용도,지붕_코드,지붕_코드_명,기타_지붕,세대_수(세대),가구_수(가구),높이(m),지상_층_수,지하_층_수,승용_승강기_수,비상용_승강기_수,부속_건축물_수,부속_건축물_면적(㎡),총_동_연면적(㎡),옥내_기계식_대수(대),옥내_기계식_면적(㎡),옥외_기계식_대수(대),옥외_기계식_면적(㎡),옥내_자주식_대수(대),옥내_자주식_면적(㎡),옥외_자주식_대수(대),옥외_자주식_면적(㎡),허가_일,착공_일,사용승인_일,허가번호_년,허가번호_기관_코드,허가번호_기관_코드_명,허가번호_구분_코드,허가번호_구분_코드_명,호_수(호),에너지효율_등급,에너지절감_율,에너지_EPI점수,친환경_건축물_등급,친환경_건축물_인증점수,지능형_건축물_등급,지능형_건축물_인증점수,생성_일자,경도,위도
26710-100195718,1,일반,2,일반건축물,부산광역시 기장군 장안읍 임랑리 306-3번지, 부산광역시 기장군 장안읍 좌동1길 33-39,,26710,25332,0,306,3,,,,0,2.67E+11,25301,0,33,39,,0,주건축물,445,67.05,15.07,67.05,67.05,15.07,32,경량철골구조,경량철골구조,1000,단독주택,단독주택,90,기타지붕,판넬,0,1,4.3,1,0,0,0,0,0,67.05,0,0,0,0,0,0,1,11.5,20090617,20100427,20110719,2011,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2507643,35.31775503
26710-100197057,1,일반,2,일반건축물,부산광역시 기장군 정관읍 월평리 52-27번지, 부산광역시 기장군 정관읍 월평2길 54-13,,26710,25624,0,52,27,,,,0,2.67E+11,25602,0,54,13,,1,부속건축물,555,6.6,1.19,6.6,6.6,1.19,32,경량철골구조,경량철골구조,1000,단독주택,단독주택(창고),90,기타지붕,기타지붕(지붕용판넬),0,0,2.75,1,0,0,0,0,0,6.6,0,0,0,0,0,0,1,11.5,20110815,20110831,20110920,2011,3400040,건축과,1202,증축신고,0,,0,0,,0,,0,20170701,129.1386769,35.36314969
26710-100197535,1,일반,2,일반건축물,부산광역시 기장군 정관읍 매학리 794-4번지, 부산광역시 기장군 정관읍 달산길 14-8,,26710,25622,0,794,4,,,,0,2.67E+11,25602,0,14,8,,0,주건축물,228,127.5,55.92,337.14,337.14,147.87,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택 외 1,10,(철근)콘크리트,철근콘크리트,0,3,9.9,3,0,0,0,0,0,337.14,0,0,0,0,0,0,4,46,20110524,20110530,20111026,2011,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1822015,35.31880766
26710-100197597,1,일반,2,일반건축물,부산광역시 기장군 정관읍 두명리 254-36번지, 부산광역시 기장군 정관읍 부명2길 10-7,,26710,25629,0,254,36,,,,0,2.67E+11,25602,0,10,7,주건축물제1동,0,주건축물,325,132.19,40.6738,202.27,202.27,62.2369,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,철근콘크리트,1,0,9.6,2,0,0,0,0,0,202.27,0,0,0,0,0,0,1,11.5,20110503,20110511,20111028,2011,3400040,건축과,5310,개발제한구역내 건축허가,0,,0,0,,0,,0,20170701,129.1470663,35.36207838
26710-100198456,1,일반,2,일반건축물,부산광역시 기장군 장안읍 기룡리 785-5번지, 부산광역시 기장군 장안읍 장안로 191,,26710,25328,0,785,5,,,,1,2.67E+11,25301,0,191,0,,0,주건축물,308,96.28,31.26,93.78,93.78,30.45,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,철근콘크리트(스라브),1,0,4.7,1,0,0,0,0,0,93.78,0,0,0,0,0,0,1,11.5,20110223,,20111117,2011,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2509763,35.35634634
26710-100200620,1,일반,2,일반건축물,부산광역시 기장군 장안읍 좌천리 510-59번지, 부산광역시 기장군 장안읍 좌천시장1길 38,,26710,25321,0,510,59,,,,1,2.67E+11,25301,0,38,,,0,주건축물,148,88.2,59.59,88.2,88.2,59.59,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,철근콘크리트(스라브),0,1,5,1,0,0,0,0,0,88.2,0,0,0,0,0,0,1,11.5,20110915,20110922,20120111,2011,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2431555,35.3080686
26710-100201536,1,일반,2,일반건축물,부산광역시 기장군 장안읍 장안리 326번지, 부산광역시 기장군 장안읍 하장안1길 26-3,능성구씨 도원수공파 장안문중 재실,26710,25325,0,326,0,,,,0,2.67E+11,25301,0,26,3,제2동 동재,0,주건축물,988,32.4,3.28,32.4,32.4,3.28,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,20,기와,기와,0,0,5.23,1,0,0,0,0,0,32.4,0,0,0,0,0,0,1,11.5,20100813,20100903,20120406,2010,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.250235,35.36499855
26710-100202458,1,일반,2,일반건축물,부산광역시 기장군 장안읍 좌동리 591번지, 부산광역시 기장군 장안읍 좌동길 40,동남권 원자력의학원,26710,25324,0,591,0,,,,0,2.67E+11,25301,0,40,0,창고,1,부속건축물,72536.5,100,0.1379,100,100,0.1379,32,경량철골구조,경량철골구조,9000,의료시설,의료시설(종합병원),90,기타지붕,조립식판넬,0,0,4,1,0,0,0,0,0,100,0,0,0,0,240,2795,355,4152.5,20110128,20110302,20120524,2011,3400040,건축과,1102,증축허가,0,,0,0,,0,,0,20170701,129.2439038,35.32112948
26710-100202776,1,일반,2,일반건축물,부산광역시 기장군 일광면 칠암리 48-1번지, 부산광역시 기장군 일광면 문오성길 489-6,,26710,31027,0,48,1,,,,0,2.67E+11,31001,0,489,6,,0,주건축물,90,53.98,59.98,94.35,94.35,104.83,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설 외1,10,(철근)콘크리트,슬라브,0,1,7.8,2,0,0,0,0,0,94.35,0,0,0,0,0,0,0,0,20120313,20120320,20120614,2012,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2595422,35.29762463
26710-100202798,1,일반,2,일반건축물,부산광역시 기장군 기장읍 청강리 157-4번지, 부산광역시 기장군 기장읍 청강로85번길 109,,26710,25027,0,157,4,,,,0,2.67E+11,25001,0,109,,,0,주건축물,528.8,199.75,37.77,199.75,199.75,37.77,32,경량철골구조,경량철골구조,18000,창고시설,창고시설 외 1,90,기타지붕,샌드위치판넬,0,0,6.075,1,0,0,0,0,0,199.75,0,0,0,0,0,0,0,0,20120417,20120420,20120615,2012,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2192382,35.23515488
26710-100203318,1,일반,2,일반건축물,부산광역시 기장군 기장읍 교리 61번지, 부산광역시 기장군 기장읍 차성로417번길 35-8,유림회관,26710,25022,0,61,0,,,,0,2.67E+11,25001,0,35,8,,0,주건축물,1070.58,158.51,14.81,158.51,158.51,14.81,21,철근콘크리트구조,한식형구조,4000,제2종근린생활시설,제2종근린생활시설,20,기와,한식기와,0,0,7.26,1,0,0,0,1,17.28,158.51,0,0,0,0,0,0,1,11.5,20110823,20111008,20120628,2011,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2156014,35.25754812
26710-100203620,1,일반,2,일반건축물,부산광역시 기장군 정관읍 달산리 934-27번지, 부산광역시 기장군 정관읍 곰내길 654-170,,26710,25625,0,934,27,,,,0,2.67E+11,25603,0,654,170,2동,0,주건축물,0,481.72,0,481.72,481.72,0,31,일반철골구조,일반철골구조,4000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,판넬,0,0,9.7,1,0,0,0,0,0,481.72,0,0,0,0,0,0,0,0,20010202,20020128,20120723,2001,3400035,허가과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1729311,35.31224966
26710-100203956,1,일반,2,일반건축물,부산광역시 기장군 정관읍 달산리 990-7번지, 부산광역시 기장군 정관읍 달산4길 44,,26710,25625,0,990,7,,,,0,2.67E+11,25602,0,44,0,,0,주건축물,233.7,136.69,58.49,350,350,149.76,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,"다가구주택, 제2종근린생활시설",10,(철근)콘크리트,평지붕,0,3,10.52,3,0,0,0,0,0,350,0,0,0,0,0,0,4,34.5,20120404,20120410,20120819,2012,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.177512,35.31803222
26710-100205358,1,일반,2,일반건축물,부산광역시 기장군 장안읍 길천리 339번지, 부산광역시 기장군 장안읍 고무로 294,장안천 야구장,26710,25334,0,339,0,,,,0,2.67E+11,25301,0,294,0,,1,부속건축물,0,150,0,150,150,0,21,철근콘크리트구조,철근콘크리트구조,13000,운동시설,운동시설,10,(철근)콘크리트,(철근)콘크리트,0,0,3.6,1,0,0,0,0,0,150,0,0,0,0,0,0,94,0,20091119,20110624,20120622,2009,3400040,건축과,5200,공용건축물,0,,0,0,,0,,0,20170701,129.2791855,35.33129138
26710-100206477,1,일반,2,일반건축물,부산광역시 기장군 일광면 학리 234-2번지, 부산광역시 기장군 일광면 학리1길 23,,26710,31023,0,234,2,,,,0,2.67E+11,31001,0,23,,,0,주건축물,129,67.86,52.6,67.86,67.86,52.6,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,평스라브,0,1,4.6,1,0,0,0,0,0,67.86,0,0,0,0,0,0,1,11.5,20120817,20120918,20121114,2012,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2446617,35.25758959
26710-100206519,1,일반,2,일반건축물,부산광역시 기장군 일광면 학리 223번지, 부산광역시 기장군 일광면 학리1길 24,,26710,31023,0,223,0,,,,0,2.67E+11,31001,0,24,,,0,주건축물,116,68.16,58.76,65.37,65.37,56.35,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,슬래브,0,1,4.4,1,0,0,0,0,0,65.37,0,0,0,0,0,0,1,12,20120921,20120924,20121116,2012,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2448392,35.25748251
26710-100210758,1,일반,2,일반건축물,부산광역시 기장군 정관읍 달산리 1222-7번지, 부산광역시 기장군 정관읍 산단4로 153-24,,26710,25625,0,1222,7,,,,0,2.67E+11,25602,0,153,24,1동,0,주건축물,0,43.47,0,43.47,43.47,0,32,경량철골구조,경량철골구조,20000,자동차관련시설,자동차관련시설,90,기타지붕,기타지붕,0,0,3.4,1,0,0,0,0,0,43.47,0,0,0,0,0,0,0,0,20121115,20121128,20130110,2012,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.1907163,35.32082765
26710-100213417,1,일반,2,일반건축물,부산광역시 기장군 장안읍 길천리 192-9번지, 부산광역시 기장군 장안읍 길천2길 35,,26710,25334,0,192,9,,,,0,2.67E+11,25301,0,35,,,0,주건축물,261,144.64,55.42,225.67,225.67,86.46,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,3,7.7,2,0,0,0,0,0,225.67,0,0,0,0,0,0,3,35,20121217,20130218,20130612,2012,3400040,건축과,5410,주거환경지구(허가),0,,0,0,,0,,0,20170701,129.2826237,35.32717402
26710-100215957,1,일반,2,일반건축물,부산광역시 기장군 장안읍 길천리 190-15번지, 부산광역시 기장군 장안읍 길천2길 46,,26710,25334,0,190,15,,,,0,2.67E+11,25301,0,46,,,0,주건축물,159,49.38,31.06,45.42,45.42,28.57,12,블록구조,블록구조,1000,단독주택,단독주택,90,기타지붕,샌드위치판넬,0,1,4.3,1,0,0,0,0,0,45.42,0,0,0,0,0,0,0,0,20130425,20130507,20130627,2013,3400040,건축과,5420,주거환경지구(신고),0,,0,0,,0,,0,20170701,129.2834875,35.32708121
26710-100216659,1,일반,2,일반건축물,부산광역시 기장군 철마면 웅천리 720-1번지, 부산광역시 기장군 철마면 석길길 16-5,,26710,33025,0,720,1,,,,0,2.67E+11,33001,0,16,5,2동,0,주건축물,514,54.76,10.65,49.88,49.88,9.7,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,평슬래브,0,0,4.2,1,0,0,0,0,0,49.88,0,0,0,0,2,23,0,0,20130308,20130317,20130808,2013,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1652849,35.28581851
26710-100221758,1,일반,2,일반건축물,부산광역시 기장군 장안읍 길천리 190-108번지, 부산광역시 기장군 장안읍 길천길 33-1,,26710,25334,0,190,108,,,,0,2.67E+11,25301,0,33,1,,0,주건축물,92,43.84,47.65,43.84,43.84,47.65,32,경량철골구조,경량철골구조,4000,제2종근린생활시설,제2종근린생활시설(사무소),90,기타지붕,경량철골구조,0,0,3.2,1,0,0,0,0,0,43.84,0,0,0,0,0,0,0,0,20120607,20120612,20131015,2012,3400040,건축과,5420,주거환경지구(신고),0,,0,0,,0,,0,20170701,129.2826743,35.32685029
26710-100225058,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 888번지, 부산광역시 기장군 기장읍 차성서로77번길 42-16,,26710,25026,0,888,0,,,,0,2.67E+11,25001,0,42,16,주건축물제1동,0,주건축물,491.2,289.8,59,289.8,289.8,59,32,경량철골구조,경량철골구조,18000,창고시설,창고시설 외 1,90,기타지붕,샌드위치판넬,0,0,7.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.5,20131108,20131115,20140204,2013,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2076838,35.24158157
26710-100225240,1,일반,2,일반건축물,부산광역시 기장군 철마면 안평리 225-13번지, 부산광역시 기장군 철마면 안평로11번길 23,,26710,33030,0,225,13,,,,0,2.67E+11,33001,0,23,0,1호동,0,주건축물,593,149.97,25.29,131.11,131.11,22.11,33,강파이프구조,강파이프구조,1000,단독주택,단독주택,90,기타지붕,판넬지붕,1,0,2.55,1,0,0,0,1,36.3,131.11,0,0,0,0,0,0,1,0,20131017,20131105,20140213,2013,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.1772152,35.23747282
26710-100225882,1,일반,2,일반건축물,부산광역시 기장군 철마면 안평리 226-9번지, 부산광역시 기장군 철마면 안평로11번길 25,,26710,33030,0,226,9,,,,1,2.67E+11,33001,0,25,0,C동,1,부속건축물,760,2.7,0.36,2.7,2.7,0.36,32,경량철골구조,경량철골구조,1000,단독주택,단독주택,90,기타지붕,샌드위치판넬,0,0,2.8,1,0,0,0,0,0,2.7,0,0,0,0,0,0,2,23,20131121,20131127,20140326,2013,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1775932,35.23724434
26710-100229379,1,일반,2,일반건축물,부산광역시 기장군 장안읍 용소리 471번지, 부산광역시 기장군 장안읍 용소길 161-2,,26710,25327,0,471,0,,,,0,2.67E+11,25301,0,161,2,,0,주건축물,447,58.53,13.09,48.98,48.98,10.96,32,경량철골구조,경량철골구조,1000,단독주택,단독주택,90,기타지붕,샌드위치판넬,0,1,5.137,1,0,0,0,0,0,48.98,0,0,0,0,0,0,0,0,20131010,20131119,20140711,2013,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2349502,35.34607825
26710-100232760,1,일반,2,일반건축물,부산광역시 기장군 일광면 칠암리 33-2번지, 부산광역시 기장군 일광면 칠암길 13,,26710,31027,0,33,2,,,,0,2.67E+11,31001,0,13,0,,0,주건축물,103,53.78,52.21,48.18,48.18,46.78,32,경량철골구조,경량철골구조,1000,단독주택,단독주택,90,기타지붕,기타지붕,0,1,4.65,1,0,0,0,0,0,48.18,0,0,0,0,0,0,0,0,20140809,20140822,20141208,2014,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.2592824,35.29803819
26710-100233438,1,일반,2,일반건축물,부산광역시 기장군 일광면 이천리 197-2번지, 부산광역시 기장군 일광면 이동길 25-7,,26710,31022,0,197,2,,,,0,2.67E+11,31001,0,25,7,,1,부속건축물,0,3,0,3,3,0,11,벽돌구조,벽돌구조,1000,단독주택,단독주택,10,(철근)콘크리트,콘크리트(스라브),0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20170701,129.2450524,35.27280611
26710-100234180,1,일반,2,일반건축물,부산광역시 기장군 일광면 동백리 230-4번지, 부산광역시 기장군 일광면 일광로 500-7,,26710,31024,0,230,4,,,,0,2.67E+11,31002,0,500,7,주2,0,주건축물,0,30.67,0,30.67,30.67,0,11,벽돌구조,벽돌구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,0,3.4,1,0,0,0,0,0,30.67,0,0,0,0,0,0,0,0,,,20150106,2015,3400040,건축과,5701,특정건축물(신축),0,,0,0,,0,,0,20170701,129.2570608,35.28734287
26710-100234537,1,일반,2,일반건축물,부산광역시 기장군 장안읍 장안리 692-8번지, 부산광역시 기장군 장안읍 명례산단4로 65-12,(주)혁신금속,26710,25325,0,692,8,,,,0,2.67E+11,25301,0,65,12,1동,0,주건축물,3305.8,1099.55,33,1055.2,1055.2,31.9,31,일반철골구조,일반철골구조,17000,공장,공장,90,기타지붕,기타지붕,0,0,13.2,2,0,0,0,0,0,1055.2,0,0,0,0,0,0,13,149.5,20140618,20140726,20150127,2014,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2528724,35.36859213
26710-100234617,1,일반,2,일반건축물,부산광역시 기장군 일광면 이천리 922-16번지, 부산광역시 기장군 일광면 이천11길 5-3,,26710,31022,0,922,16,,,,0,2.67E+11,31001,0,5,3,,0,주건축물,135.9,71.82,52.85,116.3,116.3,85.58,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,90,기타지붕,기타지붕,0,1,7.05,2,0,0,0,0,0,116.3,0,0,0,0,0,0,1,11.5,20140611,20140612,20150131,2014,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2355012,35.268559
26710-100234877,1,일반,2,일반건축물,부산광역시 기장군 일광면 이천리 928-2번지, 부산광역시 기장군 일광면 이천11길 28,,26710,31022,0,928,2,,,,1,2.67E+11,31001,0,28,0,,0,주건축물,295.5,67.44,22.82,67.44,67.44,22.82,32,경량철골구조,경량철골구조,1000,단독주택,단독주택,90,기타지붕,판넬,0,1,4.7,1,0,0,0,0,0,67.44,0,0,0,0,0,0,1,11.5,20141027,20141103,20150210,2014,3400040,건축과,1201,신축신고,0,,0,0,,0,,0,20170701,129.23812,35.26838505
26710-100236847,1,일반,2,일반건축물,부산광역시 기장군 정관읍 모전리 688-7번지, 부산광역시 기장군 정관읍 모전2길 14,사랑가득,26710,25627,0,688,7,,,,0,2.67E+11,25602,0,14,0,사랑가득,0,주건축물,209.8,123.81,59.013,314.22,314.22,149.77,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,4,12.6,3,0,0,0,0,0,314.22,0,0,0,0,4,46,0,0,20140923,20141001,20150401,2014,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1696014,35.33534157
26710-100238781,1,일반,2,일반건축물,부산광역시 기장군 정관읍 매학리 778-5번지, 부산광역시 기장군 정관읍 정관6로 47,,26710,25622,0,778,5,,,,0,2.67E+11,25602,0,47,,,0,주건축물,593.6,384,64.69,384,384,64.69,32,경량철골구조,경량철골구조,3000,제1종근린생활시설,제1종근린생활시설,90,기타지붕,기타지붕,0,0,7,1,0,0,0,0,0,384,0,0,0,0,0,0,3,34.5,20150415,20150501,20150707,2015,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.1790944,35.31923693
26710-100238801,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 1055번지, 부산광역시 기장군 기장읍 대청로21번길 63,기장로교회,26710,25026,0,1055,0,,,,3,2.67E+11,25001,0,63,,2동,0,주건축물,0,234.01,0,492.68,492.68,0,21,철근콘크리트구조,철근콘크리트구조,6000,종교시설,종교시설,10,(철근)콘크리트,철근콘크리트,0,0,11.6,3,0,0,0,0,0,492.68,0,0,0,0,0,0,38,0,20141114,20141205,20150706,2014,3400040,건축과,1102,증축허가,0,,0,0,,0,,0,20170701,129.2125702,35.24071556
26710-100239922,1,일반,2,일반건축물,부산광역시 기장군 장안읍 장안리 505-1번지, 부산광역시 기장군 장안읍 장안로 378,,26710,25325,0,505,1,,,,0,2.67E+11,25301,0,378,0,A동,0,주건축물,585,102.09,17.45,138.84,138.84,23.73,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,1,7.6,2,0,0,0,0,0,138.84,0,0,0,0,0,0,2,23,20150429,20150526,20150921,2015,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2431782,35.37095622
26710-100240020,1,일반,2,일반건축물,부산광역시 기장군 장안읍 좌천리 82-3번지, 부산광역시 기장군 장안읍 좌천1길 32-1,,26710,25321,0,82,3,,,,0,2.67E+11,25301,0,32,1,,0,주건축물,269,101.18,37.61,123.21,85.32,31.7,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,1,6.65,2,0,0,0,0,0,123.21,0,0,0,0,0,0,0,0,20150429,20150528,20150930,2015,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2392628,35.31251905
26710-100240820,1,일반,2,일반건축물,부산광역시 기장군 기장읍 대라리 69-1번지, 부산광역시 기장군 기장읍 차성동로73번길 10,,26710,25026,0,69,1,,,,2,2.67E+11,25001,0,10,,,0,주건축물,215,171.6441,79.83,831.4264,715.9687,333.01,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,스라브,0,1,21.95,5,0,1,0,0,0,831.4264,0,0,0,0,5,115.4577,0,0,20141008,20150424,20151030,2014,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2153432,35.24454644
26710-100245001,1,일반,2,일반건축물,부산광역시 기장군 정관읍 예림리 900번지, 부산광역시 기장군 정관읍 서편길 30,,26710,25630,0,900,0,,,,0,2.67E+11,25602,0,30,0,,0,주건축물,0,29.65,0,29.65,29.65,0,11,벽돌구조,벽돌구조,1000,단독주택,단독주택,20,기와,기와,0,0,4.6,1,0,0,0,0,0,29.65,0,0,0,0,0,0,2,23,20160223,20160223,20160418,2016,3400082,창조건축과,1102,증축허가,0,,0,0,,0,,0,20170701,129.2015734,35.32636514
26710-100247313,2,집합,3,표제부,부산광역시 기장군 정관읍 용수리 1275번지, 부산광역시 기장군 정관읍 정관5로 144,정관 풀리페,26710,25628,0,1275,0,,,,0,2.67E+11,25602,0,144,0,115,1,부속건축물,0,142.5,0,140.96,0,0,21,철근콘크리트구조,철근콘크리트구조,2000,공동주택,경로당,10,(철근)콘크리트,평스라브,0,0,4.9,1,0,0,0,10,23195.4715,140.96,0,0,0,0,0,0,0,0,20130328,20140220,20160624,2006,6260926,건축주택담당관,2101,주택건설사업계획승인,0,,0,0,,0,,0,20170701,129.1803483,35.32979294
26710-100248282,1,일반,2,일반건축물,부산광역시 기장군 일광면 원리 8-1번지, 부산광역시 기장군 일광면 원당1길 21-7,,26710,31030,0,8,1,,,,1,2.67E+11,31001,0,21,7,,0,주건축물,246,109.13,44.36,177.91,177.91,72.32,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,철근콘크리트,0,1,6.9,2,0,0,0,0,0,177.91,0,0,0,0,1,24,0,0,20140922,20150120,20160824,2014,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2472038,35.30716745
26710-10055,1,일반,2,일반건축물,부산광역시 기장군 일광면 동백리 233-15번지, 부산광역시 기장군 일광면 문오성길 191,,26710,31024,0,233,15,,,,0,2.67E+11,31001,0,191,0,,0,주건축물,0,79.43,0,79.43,79.43,0,51,일반목구조,"목조, 브록크",1000,단독주택,주택,90,기타지붕,"초가, 함석",0,1,0,1,0,0,0,1,60.36,79.43,0,0,0,0,0,0,0,0,,,19570520,,,,,,0,,0,0,,0,,0,20170701,129.2581048,35.28698206
26710-10282,1,일반,2,일반건축물,부산광역시 기장군 일광면 신평리 32-8번지, 부산광역시 기장군 일광면 문오성길 415-4,,26710,31026,0,32,8,,,,0,2.67E+11,31001,0,415,4,,0,주건축물,847,69.46,8.2,96.64,99.64,11.76,11,벽돌구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960307,19960311,19960514,,,,,,0,,0,0,,0,,0,20170701,129.2602641,35.29516626
26710-10356,1,일반,2,일반건축물,부산광역시 기장군 일광면 신평리 93번지, 부산광역시 기장군 일광면 신평1길 27-1,,26710,31026,0,93,0,,,,0,2.67E+11,31001,0,27,1,,0,주건축물,0,85.09,0,85.09,85.09,0,51,일반목구조,목조,1000,단독주택,주택,20,기와,와가,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1967,,,,,,0,,0,0,,0,,0,20170701,129.2574919,35.2956364
26710-10628,1,일반,2,일반건축물,부산광역시 기장군 일광면 문동리 50번지, 부산광역시 기장군 일광면 문오성길 767,,26710,31028,0,50,0,,,,0,2.67E+11,31001,0,767,0,,0,주건축물,86,51.56,59.95,51.56,51.56,59.95,11,벽돌구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19960711,,19961224,,,,,,0,,0,0,,0,,0,20170701,129.2599513,35.30887466
26710-10744,1,일반,2,일반건축물,부산광역시 기장군 일광면 문동리 277번지, 부산광역시 기장군 일광면 문오성길 685,,26710,31028,0,277,0,,,,0,2.67E+11,31001,0,685,0,,0,주건축물,142,82.215,57.9,78.715,78.72,55.44,11,벽돌구조,조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19930427,19930601,19930806,,,,,,0,,0,0,,0,,0,20170701,129.2575622,35.30574323
26710-10752,1,일반,2,일반건축물,부산광역시 기장군 일광면 문동리 283-1번지, 부산광역시 기장군 일광면 문오성길 669,,26710,31028,0,283,1,,,,0,2.67E+11,31001,0,669,0,,0,주건축물,0,68.06,0,68.06,68.06,0,51,일반목구조,"목조, 브록크",1000,단독주택,주택,20,기와,"와가, 스레트",0,1,0,1,0,0,0,1,6.64,0,0,0,0,0,0,0,0,0,,,1940,,,,,,0,,0,0,,0,,0,20170701,129.2575772,35.30499813
26710-10888,1,일반,2,일반건축물,부산광역시 기장군 일광면 원리 100-2번지, 부산광역시 기장군 일광면 기장대로 1230,,26710,31030,0,100,2,,,,0,2.67E+11,31003,0,1230,0,,0,주건축물,669,131.7,19.69,177.72,177.72,26.57,21,철근콘크리트구조,철근콘크리트,19000,위험물저장및처리시설,위험물저장및처리시설,10,(철근)콘크리트,콘크리트평슬래브,0,0,7.7,2,0,0,0,1,85.68,92.04,0,0,0,0,0,0,0,0,20051230,20060412,20070405,2005,3400040,건축과,1101,신축허가,0,,0,0,,0,,0,20170701,129.2391421,35.30303518
