관리_건축물대장_PK,대장_구분_코드,대장_구분_코드_명,대장_종류_코드,대장_종류_코드_명,대지_위치,도로명_대지_위치,건물_명,시군구_코드,법정동_코드,대지_구분_코드,번,지,특수지_명,블록,로트,외필지_수,새주소_도로_코드,새주소_법정동_코드,새주소_지상지하_코드,새주소_본_번,새주소_부_번,동_명,주_부속_구분_코드,주_부속_구분_코드_명,대지_면적(㎡),건축_면적(㎡),건폐_율(%),연면적(㎡),용적_률_산정_연면적(㎡),용적_률(%),구조_코드,구조_코드_명,기타_구조,주_용도_코드,주_용도_코드_명,기타_용도,지붕_코드,지붕_코드_명,기타_지붕,세대_수(세대),가구_수(가구),높이(m),지상_층_수,지하_층_수,승용_승강기_수,비상용_승강기_수,부속_건축물_수,부속_건축물_면적(㎡),총_동_연면적(㎡),옥내_기계식_대수(대),옥내_기계식_면적(㎡),옥외_기계식_대수(대),옥외_기계식_면적(㎡),옥내_자주식_대수(대),옥내_자주식_면적(㎡),옥외_자주식_대수(대),옥외_자주식_면적(㎡),허가_일,착공_일,사용승인_일,허가번호_년,허가번호_기관_코드,허가번호_기관_코드_명,허가번호_구분_코드,허가번호_구분_코드_명,호_수(호),에너지효율_등급,에너지절감_율,에너지_EPI점수,친환경_건축물_등급,친환경_건축물_인증점수,지능형_건축물_등급,지능형_건축물_인증점수,생성_일자,경도,위도
26170-12643,1,일반,2,일반건축물,부산광역시 동구 수정동 1033-50번지, 부산광역시 동구 망양로672번길 41,,26170,10200,0,1033,50,,,,0,2.62E+11,10201,0,41,0,,0,주건축물,0,27.24,0,39.95,39.95,0,12,블록구조,블럭조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,39.95,0,0,0,0,0,0,0,0,,,19850329,,,,,,0,,0,0,,0,,0,20120530,129.0399451,35.12480158
26170-16825,1,일반,2,일반건축물,부산광역시 동구 좌천동 924-12번지, 부산광역시 동구 증산서로 9-4,,26170,10300,0,924,12,,,,1,2.62E+11,10301,0,9,4,,0,주건축물,0,77.43,0,151.45,151.45,0,12,블록구조,시멘트보강블럭조,3000,제1종근린생활시설,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,151.45,0,0,0,0,0,0,0,0,19810317,,19810723,,,,,,0,,0,0,,0,,0,20120530,129.0479,35.13581401
26110-9105,1,일반,2,일반건축물,부산광역시 중구 부평동1가 21-32번지, 부산광역시 중구 중구로43번길 9-2,,26110,12300,0,21,32,,,,0,2.61E+11,12301,0,9,2,,0,주건축물,0,37.82,0,37.82,37.82,0,51,일반목구조,목조,1000,단독주택,주택,20,기와,기와,0,1,0,1,0,0,0,0,0,37.82,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20120530,129.0273589,35.10154256
26140-2599,1,일반,2,일반건축물,부산광역시 서구 동대신동2가 101-156번지, 부산광역시 서구 망양로205번나길 19,,26140,10200,0,101,156,,,,0,2.61E+11,10201,0,19,0,,0,주건축물,0,81.82,0,139.21,139.21,0,12,블록구조,보록크,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,139.21,0,0,0,0,0,0,0,0,19741210,,19741217,,,,,,0,,0,0,,0,,0,20120530,129.0268308,35.11260158
26170-12894,1,일반,2,일반건축물,부산광역시 동구 수정동 1160-16번지, 부산광역시 동구 수정공원남로 70,,26170,10200,0,1160,16,,,,0,2.62E+11,10201,0,70,0,,0,주건축물,0,56.63,0,111.64,111.64,0,12,블록구조,블럭조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,111.64,0,0,0,0,0,0,0,0,19780519,,19780914,,,,,,0,,0,0,,0,,0,20120530,129.0421805,35.12831994
26170-22777,1,일반,2,일반건축물,부산광역시 동구 범일동 1492-26번지, 부산광역시 동구 범내로 25,,26170,10400,0,1492,26,,,,0,2.62E+11,10401,0,25,0,,0,주건축물,0,30.02,0,60.04,60.04,0,12,블록구조,브록조,1000,단독주택,"단독주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,60.04,0,0,0,0,0,0,0,0,19821108,,19830401,,,,,,0,,0,0,,0,,0,20120530,129.0503309,35.1431771
26170-22897,1,일반,2,일반건축물,부산광역시 동구 범일동 1494-20번지, 부산광역시 동구 범내로9번길 15,,26170,10400,0,1494,20,,,,0,2.62E+11,10401,0,15,0,,0,주건축물,0,116.23,0,248.91,218.91,0,12,블록구조,브록조,1000,단독주택,"점포, 주택",10,(철근)콘크리트,스라브,0,1,0,2,1,0,0,0,0,248.91,0,0,0,0,0,0,0,0,19740916,,19741016,,,,,,0,,0,0,,0,,0,20120530,129.0507734,35.14224089
26290-15991,1,일반,2,일반건축물,부산광역시 남구 용호동 392-33번지, 부산광역시 남구 동명로 153-1,,26290,10700,0,392,33,,,,0,2.63E+11,10701,0,153,1,,0,주건축물,0,89.75,0,172.28,172.28,0,11,벽돌구조,시멘트벽돌조,1000,단독주택,"주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,172.28,0,0,0,0,0,0,0,0,19831112,,19840501,,,,,,0,,0,0,,0,,0,20120530,129.1137384,35.11939167
26140-266,1,일반,2,일반건축물,부산광역시 서구 동대신동1가 11-25번지, 부산광역시 서구 망양로217번길 6-13,,26140,10100,0,11,25,,,,1,2.61E+11,10101,0,6,13,,0,주건축물,0,31.74,0,31.74,31.74,0,12,블록구조,평보록크,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,1,0,0,0,0,0,31.74,0,0,0,0,0,0,0,0,19730804,,19731231,,,,,,0,,0,0,,0,,0,20120530,129.0251659,35.11074801
26170-18792,1,일반,2,일반건축물,부산광역시 동구 범일동 252-921번지, 부산광역시 동구 성남이로46번길 20,,26170,10400,0,252,921,,,,0,2.62E+11,10401,0,20,0,,0,주건축물,0,39.3,0,39.3,39.3,0,12,블록구조,브록조,1000,단독주택,단독주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,39.3,0,0,0,0,0,0,0,0,,,19850125,,,,,,0,,0,0,,0,,0,20120530,129.0576723,35.13378618
26170-22954,1,일반,2,일반건축물,부산광역시 동구 범일동 1498번지, 부산광역시 동구 범내남로36번길 4,,26170,10400,0,1498,0,,,,0,2.62E+11,10401,0,4,0,,0,주건축물,0,16.33,0,16.33,16.33,0,51,일반목구조,목조,1000,단독주택,단독주택,90,기타지붕,지,0,1,0,1,0,0,0,0,0,16.33,0,0,0,0,0,0,0,0,,,19620410,,,,,,0,,0,0,,0,,0,20120530,129.0501453,35.14258332
26170-23016,1,일반,2,일반건축물,부산광역시 동구 범일동 1501-56번지, 부산광역시 동구 범상로22번길 4,,26170,10400,0,1501,56,,,,0,2.62E+11,10401,0,4,0,,0,주건축물,0,52.44,0,52.44,52.44,0,12,블록구조,브록조,1000,단독주택,단독주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,52.44,0,0,0,0,0,0,0,0,,,19850227,,,,,,0,,0,0,,0,,0,20120530,129.0492305,35.1421879
26290-16140,1,일반,2,일반건축물,부산광역시 남구 용호동 406-7번지, 부산광역시 남구 동명로131번길 11-1,,26290,10700,0,406,7,,,,0,2.63E+11,10701,0,11,1,,0,주건축물,165.6,97.58,58.93,354.59,276.02,166.68,21,철근콘크리트구조,"철근콘크리트조, 시멘트벽돌조",1000,단독주택,"주택(3가구), 근린생활시설",10,(철근)콘크리트,스라브,0,3,9.4,3,1,0,0,0,0,354.59,0,0,0,0,0,0,0,0,19920404,19920428,19921024,,,,,,0,,0,0,,0,,0,20120530,129.1111043,35.1203478
26110-10813,1,일반,2,일반건축물,부산광역시 중구 신창동2가 17-3번지, 부산광역시 중구 광복로43번길 18,,26110,12800,0,17,3,,,,2,2.61E+11,12801,0,18,0,,0,주건축물,0,38.56,0,137.25,101.76,0,21,철근콘크리트구조,철근콘크리트,3000,제1종근린생활시설,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,0,3,1,0,0,0,0,137.25,0,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,,0,,0,20120530,129.0297237,35.10083618
26110-6480,1,일반,2,일반건축물,부산광역시 중구 보수동1가 20-4번지, 부산광역시 중구 보수북길 17-1,,26110,12000,0,20,4,,,,1,2.61E+11,12001,0,17,1,,0,주건축물,0,86.25,0,206.91,156.95,0,11,벽돌구조,"철근콘크리트, 벽돌조",1000,단독주택,"근린생활시설, 주택",10,(철근)콘크리트,스라브,0,1,0,2,1,0,0,0,0,206.91,0,0,0,0,0,0,0,0,19850925,,19860416,,,,,,0,,0,0,,0,,0,20120530,129.0237257,35.10718295
26110-7726,2,집합,3,표제부,부산광역시 중구 보수동1가 2-246번지, 부산광역시 중구 보수대로146번길 7-7,,26110,12000,0,2,246,,,,0,2.61E+11,12001,0,7,7,,0,주건축물,92.94,69.01,74.25,275.1,275.1,296,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,(철근)콘크리트,4,0,16,4,0,0,0,0,0,275.1,0,0,0,0,0,0,0,0,19960827,19960904,19970115,,,,,,0,,0,0,,0,,0,20120530,129.023311,35.10884088
26140-21908,1,일반,2,일반건축물,부산광역시 서구 남부민동 611-120번지, 부산광역시 서구 충무대로149번가길 24-1,,26140,12300,0,611,120,,,,0,2.61E+11,12301,0,24,1,,0,주건축물,0,21.17,0,37.7,37.7,0,12,블록구조,블럭,1000,단독주택,주택,10,(철근)콘크리트,슬라브,0,1,0,2,0,0,0,0,0,37.7,0,0,0,0,0,0,0,0,,,19850629,,,,,,0,,0,0,,0,,0,20120530,129.0242016,35.08297595
26140-2760,1,일반,2,일반건축물,부산광역시 서구 동대신동2가 182-3번지, 부산광역시 서구 보수대로188번길 9,,26140,10200,0,182,3,,,,0,2.61E+11,10201,0,9,0,,0,주건축물,0,143.24,0,259.37,226.31,0,21,철근콘크리트구조,철근석조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,1,0,0,0,0,259.37,0,0,0,0,0,0,0,0,1970,,19701010,,,,,,0,,0,0,,0,,0,20120530,129.0218649,35.11234236
26410-23141,1,일반,2,일반건축물,부산광역시 금정구 부곡동 333-3번지, 부산광역시 금정구 부곡로 77,,26410,10900,0,333,3,,,,0,2.64E+11,10901,0,77,0,,0,주건축물,0,144.7,0,728.36,582.74,0,21,철근콘크리트구조,"철근콘크리트, 벽돌조",4000,제2종근린생활시설,"주택, 근린생활시설",10,(철근)콘크리트,스라브,0,1,0,5,1,0,0,0,0,728.36,0,0,0,0,0,0,0,0,19910502,,19920327,,,,,,0,,0,0,,0,,0,20120616,129.0906763,35.22289074
26140-9613,1,일반,2,일반건축물,부산광역시 서구 서대신동3가 172-124번지, 부산광역시 서구 대신로57번길 25-16,,26140,10600,0,172,124,,,,0,2.61E+11,10601,0,25,16,,0,주건축물,0,57.26,0,57.26,57.26,0,51,일반목구조,목조,1000,단독주택,주택,20,기와,와가,0,1,0,1,0,0,0,0,0,57.26,0,0,0,0,0,0,0,0,,,19651115,,,,,,0,,0,0,,0,,0,20120620,129.0110169,35.11535438
26380-30632,1,일반,2,일반건축물,부산광역시 사하구 감천동 9-73번지, 부산광역시 사하구 감내2로 184,,26380,10800,0,9,73,,,,0,2.64E+11,10801,0,184,0,,0,주건축물,0,0,0,65.52,0,0,12,블록구조,블럭조,1000,단독주택,"근린생활시설, 단독주택",10,(철근)콘크리트,"스라브, 스레트",0,1,0,2,0,0,0,0,0,65.52,0,0,0,0,0,0,0,0,,,19850412,,,,,,0,,0,0,,0,,0,20120615,129.0101203,35.09815998
26140-1137,1,일반,2,일반건축물,부산광역시 서구 동대신동1가 299-6번지, 부산광역시 서구 보동길185번길 18,,26140,10100,0,299,6,,,,0,2.61E+11,10101,0,18,0,,0,주건축물,75.16,44.72,59.5,89.44,89.44,119,19,기타조적구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,슬라브,0,4,7.2,2,0,0,0,0,0,89.44,0,0,0,0,0,0,0,0,19960626,19960628,19960920,,,,,,0,,0,0,,0,,0,20120626,129.0235266,35.11028339
26200-3783,1,일반,2,일반건축물,부산광역시 영도구 대평동2가 16-1번지, 부산광역시 영도구 대평남로 49-1,,26200,10400,0,16,1,,,,0,2.62E+11,10402,0,49,1,,0,주건축물,166.4,99.44,59.76,198.88,198.88,119.52,21,철근콘크리트구조,철근콘크리트조,18000,창고시설,창고시설,10,(철근)콘크리트,슬라브,0,0,8.55,2,0,0,0,0,0,198.88,0,0,0,0,0,0,0,0,19890228,19890314,19890506,,,,,,0,,0,0,,0,,0,20120605,129.0323226,35.09213062
26380-18206,1,일반,2,일반건축물,부산광역시 사하구 신평동 90-87번지, 부산광역시 사하구 다대로 131-12,,26380,10400,0,90,87,,,,0,2.64E+11,10403,0,131,12,,0,주건축물,87,78.02,89.68,376.58,0,358.71,21,철근콘크리트구조,"철근콘크리트조, 조적조",4000,제2종근린생활시설,"근린생활시설, 단독주택",10,(철근)콘크리트,스라브,0,1,11.9,4,1,0,0,0,0,376.58,0,0,0,0,0,0,0,0,19920708,19920709,19921027,,,,,,0,,0,0,,0,,0,20120516,128.978335,35.09025421
26320-10958,1,일반,2,일반건축물,부산광역시 북구 구포동 127-8번지, 부산광역시 북구 덕천로25번길 11,,26320,10500,0,127,8,,,,0,2.63E+11,10501,0,11,0,,0,주건축물,0,74.05,0,74.05,74.05,0,12,블록구조,브록,1000,단독주택,주택,30,슬레이트,스레트,0,1,0,1,0,0,0,0,0,74.05,0,0,0,0,0,0,0,0,19750805,,19751023,,,,,,0,,0,0,,0,,0,20120427,129.0074065,35.20818894
26470-15339,1,일반,2,일반건축물,부산광역시 연제구 연산동 52-1번지, 부산광역시 연제구 토곡남로20번가길 15,,26470,10200,0,52,1,,,,0,2.65E+11,10201,0,15,0,,0,주건축물,0,55.69,0,110.26,110.26,0,11,벽돌구조,벽돌조적조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19870512,,19871020,,,,,,0,,0,0,,0,,0,20120508,129.1054784,35.18176022
26200-9589,1,일반,2,일반건축물,부산광역시 영도구 신선동1가 177-71번지, 부산광역시 영도구 참우물길 12,,26200,11200,0,177,71,,,,0,2.62E+11,11201,0,12,0,,0,주건축물,92,75.85,82.45,143.68,143.68,156.17,21,철근콘크리트구조,철근콘크리트조,1000,단독주택,단독주택(다가구주택),10,(철근)콘크리트,스라브,0,4,6.9,2,0,0,0,0,0,143.68,0,0,0,0,0,0,0,0,20020823,20020828,20021217,,,,,,0,,0,0,,0,,0,20110414,129.0466393,35.09067003
26140-3481,2,집합,3,표제부,부산광역시 서구 동대신동2가 72-5번지, 부산광역시 서구 보동길 277-19,,26140,10200,0,72,5,,,,0,2.61E+11,10202,0,277,19,,0,주건축물,278,166.38,59.85,659.85,574.41,206.62,21,철근콘크리트구조,시멘트블록조,2000,공동주택,공동주택,10,(철근)콘크리트,슬라브,8,0,12.4,4,1,0,0,0,0,659.85,0,0,0,0,4,82.08,1,11.5,19970123,19980401,19980918,,,,,,0,,0,0,,0,,0,20110414,129.023201,35.11332844
26200-21026,1,일반,2,일반건축물,부산광역시 영도구 동삼동 201-40번지, 부산광역시 영도구 해양로195번길 68,효경산업(주),26200,12100,0,201,40,,,,0,2.62E+11,12101,0,68,0,,0,주건축물,405,274.08,67.67,704.1,704.1,173.85,31,일반철골구조,철골조,17000,공장,공장,90,기타지붕,그라스울 판넬,0,0,14.9,3,0,0,0,0,0,704.1,0,0,0,0,0,0,2,23,20020509,20020601,20030130,,,,,,0,,0,0,,0,,0,20110414,129.0742163,35.08967558
26140-3526,2,집합,3,표제부,부산광역시 서구 동대신동2가 79-235번지, 부산광역시 서구 망양로159번길 18,,26140,10200,0,79,235,,,,0,2.61E+11,10201,0,18,0,,0,주건축물,69,55.36,80.23,166.08,166.08,240.7,19,기타조적구조,조적조,2000,공동주택,공동주택,10,(철근)콘크리트,스라브,3,0,10.5,3,0,0,0,0,0,166.08,0,0,0,0,0,0,0,0,19971009,19971023,19980126,,,,,,0,,0,0,,0,,0,20110414,129.0242508,35.11587896
26170-15113,1,일반,2,일반건축물,부산광역시 동구 좌천동 695-8번지, 부산광역시 동구 진성로28번가길 1,,26170,10300,0,695,8,,,,0,2.62E+11,10301,0,1,0,,0,주건축물,441.8,31.36,7.1,31.36,31.36,7.1,32,경량철골구조,경량철골(조립식판넬),4000,제2종근린생활시설,근린생활시설(사무소),90,기타지붕,경량철골(조립식판넬),0,0,3,1,0,0,0,0,0,31.36,0,0,0,0,0,0,0,0,20011220,20011221,20020121,,,,,,0,,0,0,,0,,0,20110414,129.0472618,35.13104154
26200-100171524,1,일반,2,일반건축물,부산광역시 영도구 신선동3가 산 6-1번지, 부산광역시 영도구 산정길 41,대한불교조계종복천사,26200,11400,1,6,1,,,,2,2.62E+11,11401,0,41,0,대웅전,0,주건축물,0,189.28,0,136.08,136.08,0,51,일반목구조,일반목구조(한식목구조),6000,종교시설,종교시설(사찰),20,기와,기와(한식기와),0,0,11.82,1,0,0,0,0,0,136.08,0,0,0,0,0,0,1,11.5,20050603,20060525,20080117,2005,3280052,건축과,1102,증축허가,0,,0,0,,0,,0,20110414,129.0499652,35.0828571
26170-16756,1,일반,2,일반건축물,부산광역시 동구 좌천동 913-28번지, 부산광역시 동구 망양로 858-5,,26170,10300,0,913,28,,,,2,2.62E+11,10303,0,858,5,,0,주건축물,53,34.73,65.53,33.4,33.4,63.02,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,1,1,2.9,1,0,0,0,0,0,33.4,0,0,0,0,0,0,0,0,20061011,20061019,20070131,2006,3270065,건축과,5420,주거환경지구(신고),0,,0,0,,0,,0,20110414,129.0477801,35.13715223
26200-10765,1,일반,2,일반건축물,부산광역시 영도구 신선동2가 131-278번지, 부산광역시 영도구 중복1길 12,,26200,11300,0,131,278,,,,0,2.62E+11,11301,0,12,0,,0,주건축물,159.95,94.26,58.93,175.81,175.81,109.92,11,벽돌구조,벽돌조,1000,단독주택,다세대주택,10,(철근)콘크리트,슬라브,0,4,7.4,2,0,0,0,0,0,175.81,0,0,0,0,0,0,0,0,19880314,19880328,19880628,,,,,,0,,0,0,,0,,0,20110414,129.0481133,35.08762533
26200-23442,1,일반,2,일반건축물,부산광역시 영도구 동삼동 824-7번지, 부산광역시 영도구 본산남길32번길 9-5,,26200,12100,0,824,7,,,,0,2.62E+11,12101,0,9,5,,0,주건축물,110.25,66.09,59.94,66.09,66.09,59.94,19,기타조적구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,,0,1,3.9,1,0,0,0,0,0,66.09,0,0,0,0,0,0,0,0,20000315,20000316,20000609,,,,,,0,,0,0,,0,,0,20110414,129.0796665,35.0666042
26110-100171423,1,일반,2,일반건축물,부산광역시 중구 보수동3가 62-1번지, 부산광역시 중구 보수대로106번길 33,,26110,12200,0,62,1,,,,0,2.61E+11,12201,0,33,0,,0,주건축물,291.5,202.71,69.54,484.39,435.39,149.36,21,철근콘크리트구조,철근콘크리트구조,4000,제2종근린생활시설,제2종근린생활시설,10,(철근)콘크리트,스라브,0,0,11.8,3,0,0,0,0,0,484.39,0,0,0,0,3,49,0,0,20060710,20061123,20080526,2006,3250049,건축지적과,1101,신축허가,0,,0,0,,0,,0,20110414,129.0226309,35.1041613
26320-12224,1,일반,2,일반건축물,부산광역시 북구 구포동 662번지, 부산광역시 북구 백양대로 1156-2,,26320,10500,0,662,0,,,,0,2.63E+11,10502,0,1156,2,,0,주건축물,286.87,167.74,58.47,601.62,601.62,209.72,21,철근콘크리트구조,철근콘크리트조,3000,제1종근린생활시설,"제2종근린생활시설,제1종근린생활시서,단독주택",10,(철근)콘크리트,스라브,1,1,13.35,4,0,0,0,0,0,601.62,0,0,0,0,0,0,3,34.5,19990913,19990915,19991211,,,,,,0,,0,0,,0,,0,20110414,129.0047606,35.20556713
26170-22373,1,일반,2,일반건축물,부산광역시 동구 범일동 1456-41번지, 부산광역시 동구 범내남로16번길 5-1,,26170,10400,0,1456,41,,,,0,2.62E+11,10401,0,5,1,,0,주건축물,34.7,31.12,89.68,56.77,56.77,163.6,19,기타조적구조,조적조,1000,단독주택,단독주택,10,(철근)콘크리트,스라브,0,1,7.1,2,0,0,0,0,0,56.77,0,0,0,0,0,0,0,0,19991112,19991124,20000812,,,,,,0,,0,0,,0,,0,20110414,129.0506486,35.14104943
26320-4862,1,일반,2,일반건축물,부산광역시 북구 만덕동 743-23번지, 부산광역시 북구 만덕1로 91,,26320,10300,0,743,23,,,,0,2.63E+11,10301,0,91,0,,0,주건축물,332,71.12,21.42,58.42,58.42,17.6,11,벽돌구조,조적조,3000,제1종근린생활시설,근린생활시설,90,기타지붕,경량철골트러스,0,0,3.9,1,0,0,0,0,0,58.42,0,0,0,0,0,0,0,0,20001114,20001118,20001211,,,,,,0,,0,0,,0,,0,20110414,129.0276837,35.21366294
26110-2476,2,집합,3,표제부,부산광역시 중구 영주동 467-91번지, 부산광역시 중구 임소길16번길 7,세진빌라,26110,10100,0,467,91,,,,0,2.61E+11,10101,0,7,0,,0,주건축물,41.05,31.13,75.83,139.7,124.52,303.34,21,철근콘크리트구조,철근콘크리트조,2000,공동주택,다세대주택,10,(철근)콘크리트,스라브,4,0,11.2,4,1,0,0,0,0,139.7,0,0,0,0,0,0,0,0,20011018,20011023,20020131,,,,,,0,,0,0,,0,,0,20110414,129.0331784,35.11205315
26320-5760,1,일반,2,일반건축물,부산광역시 북구 만덕동 859-8번지, 부산광역시 북구 은행나무로36번길 101,,26320,10300,0,859,8,,,,0,2.63E+11,10301,0,101,0,,0,주건축물,156.1,90.39,57.91,90.39,90.39,57.91,11,벽돌구조,벽돌,1000,단독주택,"단독주택, 근린생활시설",10,(철근)콘크리트,평스라브,0,1,4.3,1,0,0,0,0,0,90.39,0,0,0,0,0,0,0,0,19850502,,19860328,,,,,,0,,0,0,,0,,0,20110414,129.0401168,35.20504644
26140-17570,1,일반,2,일반건축물,부산광역시 서구 초장동 129-21번지, 부산광역시 서구 초장로 8,,26140,11900,0,129,21,,,,0,2.61E+11,11902,0,8,0,,0,주건축물,116.5,98.33,84.4,320.1,283.07,242.98,21,철근콘크리트구조,철근콘크리트구조,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,0,3,12.5,3,1,0,0,0,0,320.1,0,0,0,0,0,0,0,0,,,20061128,,,,,,0,,0,0,,0,,0,20110414,129.0189238,35.09336146
26170-3228,1,일반,2,일반건축물,부산광역시 동구 초량동 779-20번지, 부산광역시 동구 초량북로 37-4,,26170,10100,0,779,20,,,,0,2.62E+11,10101,0,37,4,,0,주건축물,74.21,48.83,65.8,97.66,97.66,131.6,19,기타조적구조,조적조,1000,단독주택,"단독주택(다가구,2가구)",10,(철근)콘크리트,평스라브,0,2,7.05,2,0,0,0,0,0,97.66,0,0,0,0,0,0,0,0,19990705,19990707,19990910,,,,,,0,,0,0,,0,,0,20110414,129.0367535,35.12283026
26140-9321,1,일반,2,일반건축물,부산광역시 서구 서대신동3가 147-23번지, 부산광역시 서구 꽃마을로 30,,26140,10600,0,147,23,,,,0,2.61E+11,10601,0,30,0,,0,주건축물,106.81,65.65,61.46,159.69,159.69,149.51,21,철근콘크리트구조,철근콘크리트,1000,단독주택,단독주택,10,(철근)콘크리트,(철근)콘크리트,3,3,10.3,3,0,0,0,0,0,159.69,0,0,0,0,0,0,0,0,19940617,19940706,19941026,,,,,,0,,0,0,,0,,0,20110414,129.0127996,35.11683551
26170-4849,1,일반,2,일반건축물,부산광역시 동구 초량동 889-29번지, 부산광역시 동구 망양로465번길 3,,26170,10100,0,889,29,,,,0,2.62E+11,10101,0,3,0,,0,주건축물,132,78.8,59.7,293.52,182.92,138.58,19,기타조적구조,"철근콘크리트조, 조적조",1000,단독주택,"근린생활시설, 단독주택",10,(철근)콘크리트,스라브,0,1,8.7,3,1,0,0,0,0,293.52,0,0,0,0,0,0,0,0,19930602,19930608,20001002,,,,,,0,,0,0,,0,,0,20110414,129.033331,35.11580179
26200-6421,1,일반,2,일반건축물,부산광역시 영도구 영선동1가 91-2번지, 부산광역시 영도구 태종로 126-10,,26200,10800,0,91,2,,,,0,2.62E+11,10803,0,126,10,,0,주건축물,95,59.88,63,116.22,116.22,122.4,11,벽돌구조,벽돌조,1000,단독주택,주택,10,(철근)콘크리트,스라브,0,1,7.3,2,0,0,0,0,0,116.22,0,0,0,0,0,0,0,0,19871020,19871028,19880217,,,,,,0,,0,0,,0,,0,20110414,129.0445997,35.09070725
26380-26675,1,일반,2,일반건축물,부산광역시 사하구 다대동 468-7번지, 부산광역시 사하구 몰운대2길 7,,26380,10600,0,468,7,,,,0,2.64E+11,10601,0,7,0,,0,주건축물,0,0,0,106.15,0,0,12,블록구조,블럭조,4000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,"스라브, 스레트",0,0,0,2,0,0,0,0,0,106.15,0,0,0,0,0,0,0,0,,,19850624,,,,,,0,,0,0,,0,,0,20120403,128.9689731,35.04635455
